id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],product_tags[2],style[0]
HEARTZ-CX06,Telefon Soğutucu Fan CX06,"RGB ışıklı, mandallı telefon soğutucu fan (klips tip).",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Telefon%20So%C4%9Futucu%20Fan%20CX06%20%28HEARTZ-CX06%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-CX06.jpeg,,Heartz,Electronics > Electronics Accessories > Cooling Pads,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HEARTZ-CX07,Telefon Soğutucu Fan CX07,"RGB ışıklı, mandallı telefon soğutucu fan (klips tip).",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Telefon%20So%C4%9Futucu%20Fan%20CX07%20%28HEARTZ-CX07%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-CX07.jpeg,,Heartz,Electronics > Electronics Accessories > Cooling Pads,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HEARTZ-DLA8,Telefon Soğutucu Fan DLA8,"RGB ışıklı, mandallı telefon soğutucu fan (klips tip).",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Telefon%20So%C4%9Futucu%20Fan%20DLA8%20%28HEARTZ-DLA8%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-DLA8.jpeg,,Heartz,Electronics > Electronics Accessories > Cooling Pads,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HEARTZ-EARPHONE-GENERIC,Kablolu Kulaklık Type-C (Heartz),Type-C bağlantılı kablolu kulaklık.,in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablolu%20Kulakl%C4%B1k%20Type-C%20%28Heartz%29%20%28HEARTZ-EARPHONE-GENERIC%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-EARPHONE-GENERIC.jpeg,,Heartz,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,Kulaklık Grubu,Type-C,Yeni,
HEARTZ-F11,Bluetooth Yaka Mikrofonu F11,"Kablosuz, Type-C ve Lightning uyumlu çiftli yaka mikrofonu.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Bluetooth%20Yaka%20Mikrofonu%20F11%20%28HEARTZ-F11%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-F11.jpeg,,Heartz,Electronics > Audio > Microphones,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HEARTZ-FM-GENERIC,Araç Bluetooth FM Verici (Heartz),"Çift USB çıkışlı, hızlı şarj destekli Bluetooth FM verici araç şarj cihazı.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20Bluetooth%20FM%20Verici%20%28Heartz%29%20%28HEARTZ-FM-GENERIC%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-FM-GENERIC.jpeg,,Heartz,Electronics > Electronics Accessories > Vehicle Electronics > Vehicle Audio Video > Vehicle FM Transmitters,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,Yeni,
HEARTZ-FORMAG,Formag Telefon Kılıfı,"MagSafe uyumlu, iç tarafı kadife, darbe emici silikon telefon kılıfı.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Formag%20Telefon%20K%C4%B1l%C4%B1f%C4%B1%20%28HEARTZ-FORMAG%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-FORMAG.jpeg,,Heartz,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Cases,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HEARTZ-GH8032,Dijital Alarmlı Saat GH8032,"LED ekranlı, retro tasarımlı dijital masa saati.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Dijital%20Alarml%C4%B1%20Saat%20GH8032%20%28HEARTZ-GH8032%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-GH8032.jpeg,,Heartz,Home & Garden > Decor > Clocks,,,,,,,,,,,,,,,,,,,Ev Aletleri,,Yeni,
HEARTZ-GIMBAL-JH06,Gimbal JH06,"Otomatik takip özellikli, 3 eksenli, uzaktan kumandalı telefon gimbal stabilizatörü.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Gimbal%20JH06%20%28HEARTZ-GIMBAL-JH06%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-GIMBAL-JH06.jpeg,,Heartz,Cameras & Optics > Camera & Optic Accessories > Camera Stabilizers,,,,,,,,,,,,,,,,,,,Gimbal,,Yeni,
HEARTZ-H004,Power Bank 20000mAh 30W H004,"PD 30W hızlı şarj, 3 entegre kablolu (Lightning/Type-C/Micro) 20000mAh power bank.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Power%20Bank%2020000mAh%2030W%20H004%20%28HEARTZ-H004%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-H004.jpeg,,Heartz,Electronics > Electronics Accessories > Power > Power Banks,,,,,,,,,,,,,,,,,,,Power Bank,,Yeni,
HEARTZ-H005,Power Bank 20000mAh 66W H005,"66W süper hızlı şarj, PD 27W, 4 USB çıkışlı 20000mAh power bank.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Power%20Bank%2020000mAh%2066W%20H005%20%28HEARTZ-H005%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-H005.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-H005-alt1.jpeg,Heartz,Electronics > Electronics Accessories > Power > Power Banks,,,,,,,,,,,,,,,,,,,Power Bank,,Yeni,
HEARTZ-H12,Power Bank 10000mAh 22.5W H12,"22.5W PD 20W, iki taşıma askılı, ekranlı 10000mAh power bank.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Power%20Bank%2010000mAh%2022.5W%20H12%20%28HEARTZ-H12%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-H12.jpeg,,Heartz,Electronics > Electronics Accessories > Power > Power Banks,,,,,,,,,,,,,,,,,,,Power Bank,,Yeni,
HEARTZ-H2,Power Bank 10000mAh 22.5W H2,"22.5W PD 20W, taşıma askılı 10000mAh power bank.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Power%20Bank%2010000mAh%2022.5W%20H2%20%28HEARTZ-H2%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-H2.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-H2-alt1.jpeg,Heartz,Electronics > Electronics Accessories > Power > Power Banks,,,,,,,,,,,,,,,,,,,Power Bank,,Yeni,
HEARTZ-H21,Power Bank 10000mAh 22.5W H21,"22.5W PD 20W, taşıma askılı, ekranlı 10000mAh power bank.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Power%20Bank%2010000mAh%2022.5W%20H21%20%28HEARTZ-H21%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-H21.jpeg,,Heartz,Electronics > Electronics Accessories > Power > Power Banks,,,,,,,,,,,,,,,,,,,Power Bank,,Yeni,
HEARTZ-H23,Power Bank 20000mAh 22.5W H23,"22.5W PD 20W, entegre Type-C kablolu, ekranlı 20000mAh power bank.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Power%20Bank%2020000mAh%2022.5W%20H23%20%28HEARTZ-H23%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-H23.jpeg,,Heartz,Electronics > Electronics Accessories > Power > Power Banks,,,,,,,,,,,,,,,,,,,Power Bank,,Yeni,
HEARTZ-H31,Power Bank 20000mAh 22.5W H31,"22.5W PD 20W hızlı şarj destekli, ekranlı 20000mAh taşınabilir şarj cihazı.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Power%20Bank%2020000mAh%2022.5W%20H31%20%28HEARTZ-H31%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-H31.jpeg,,Heartz,Electronics > Electronics Accessories > Power > Power Banks,,,,,,,,,,,,,,,,,,,Power Bank,,Yeni,
HEARTZ-H32,Power Bank 10000mAh 22.5W H32,"22.5W PD 20W hızlı şarj destekli, ekranlı 10000mAh taşınabilir şarj cihazı.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Power%20Bank%2010000mAh%2022.5W%20H32%20%28HEARTZ-H32%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-H32.jpeg,,Heartz,Electronics > Electronics Accessories > Power > Power Banks,,,,,,,,,,,,,,,,,,,Power Bank,,Yeni,
HEARTZ-H9,Power Bank 20000mAh 22.5W H9,22.5W PD 20W hızlı şarj destekli 20000mAh power bank.,in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Power%20Bank%2020000mAh%2022.5W%20H9%20%28HEARTZ-H9%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-H9.jpeg,,Heartz,Electronics > Electronics Accessories > Power > Power Banks,,,,,,,,,,,,,,,,,,,Power Bank,,Yeni,
HEARTZ-HB12,2in1 Type-C Ses/Şarj Adaptör HB-12,"Type-C girişli, aynı anda şarj ve 3.5mm kulaklık kullanımı sağlayan 2in1 adaptör.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%202in1%20Type-C%20Ses/%C5%9Earj%20Adapt%C3%B6r%20HB-12%20%28HEARTZ-HB12%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-HB12.jpeg,,Heartz,Electronics > Electronics Accessories > Adapters,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HEARTZ-HB13,2in1 Type-C Ses/Şarj Adaptör HB-13 (Metal),"Type-C girişli, metal gövdeli, aynı anda şarj ve 3.5mm kulaklık kullanımı sağlayan 2in1 adaptör.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%202in1%20Type-C%20Ses/%C5%9Earj%20Adapt%C3%B6r%20HB-13%20%28Metal%29%20%28HEARTZ-HB13%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-HB13.jpeg,,Heartz,Electronics > Electronics Accessories > Adapters,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HEARTZ-MJ171,RGB Halka Işık MJ-171,"Müzik ritmine duyarlı RGB dolgu ışığı (ring light), telefon tutuculu.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20RGB%20Halka%20I%C5%9F%C4%B1k%20MJ-171%20%28HEARTZ-MJ171%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-MJ171.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-MJ171-alt1.jpeg,Heartz,Cameras & Optics > Camera & Optic Accessories > Photographic Lighting,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HEARTZ-MJ261,RGB Halka Işık MJ-261,"Müzik ritmine duyarlı RGB dolgu ışığı (ring light), telefon tutuculu.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20RGB%20Halka%20I%C5%9F%C4%B1k%20MJ-261%20%28HEARTZ-MJ261%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-MJ261.jpeg,,Heartz,Cameras & Optics > Camera & Optic Accessories > Photographic Lighting,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HEARTZ-MJ321,RGB Halka Işık MJ-321 (Çantalı),"Müzik ritmine duyarlı, uzaktan kumandalı RGB dolgu ışığı (ring light), taşıma çantalı.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20RGB%20Halka%20I%C5%9F%C4%B1k%20MJ-321%20%28%C3%87antal%C4%B1%29%20%28HEARTZ-MJ321%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-MJ321.jpeg,,Heartz,Cameras & Optics > Camera & Optic Accessories > Photographic Lighting,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HEARTZ-MJ451,RGB Halka Işık MJ-451,"Müzik ritmine duyarlı RGB dolgu ışığı (ring light), telefon tutuculu.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20RGB%20Halka%20I%C5%9F%C4%B1k%20MJ-451%20%28HEARTZ-MJ451%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-MJ451.jpeg,,Heartz,Cameras & Optics > Camera & Optic Accessories > Photographic Lighting,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HEARTZ-MOUSE,Kablosuz Mouse (Heartz),"2.4GHz kablosuz, sessiz tuşlu optik mouse, siyah/beyaz renk seçenekli.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablosuz%20Mouse%20%28Heartz%29%20%28HEARTZ-MOUSE%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-MOUSE.jpeg,,Heartz,Electronics > Computers > Computer Accessories > Input Devices > Mice,,,,,,,,,,,,,,,,,,,Bilgisayar Aksesuar,,Yeni,
HEARTZ-PGM204,Boyun Masaj Aleti PGM204,"Isıtmalı, elektrikli boyun ve omuz masaj aleti.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Boyun%20Masaj%20Aleti%20PGM204%20%28HEARTZ-PGM204%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-PGM204.jpeg,,Heartz,Health & Beauty > Health Care > Massage & Relaxation,,,,,,,,,,,,,,,,,,,Ev Aletleri,,Yeni,
HEARTZ-STRAP,Telefon Kumaş Kayış/Kılıf (8 Renk),"Örgü kumaş dokulu, çok renk seçenekli taşınabilir telefon kayışı/kılıfı.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Telefon%20Kuma%C5%9F%20Kay%C4%B1%C5%9F/K%C4%B1l%C4%B1f%20%288%20Renk%29%20%28HEARTZ-STRAP%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-STRAP.jpeg,,Heartz,Electronics > Communications > Telephony > Mobile Phone Accessories,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HEARTZ-STYLUS,Dokunmatik Kalem (Heartz),Tüm dokunmatik ekranlarla uyumlu stylus kalem.,in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Dokunmatik%20Kalem%20%28Heartz%29%20%28HEARTZ-STYLUS%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-STYLUS.jpeg,,Heartz,Electronics > Electronics Accessories > Stylus,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HS123,Nostalji Radyo HS123,"Nostaljik görünümlü, kablosuz Bluetooth radyo hoparlör.",in stock,new,14.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Nostalji%20Radyo%20HS123%20%28HS123%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HS123.jpeg,,Helsinki,Electronics > Audio > Audio Components > Radios,,,,,,,,,,,,,,,,,,,Nostalji Radyo,,,
HS124,Nostalji Radyo HS124,"Nostaljik görünümlü, kablosuz Bluetooth radyo hoparlör.",in stock,new,14.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Nostalji%20Radyo%20HS124%20%28HS124%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HS124.jpeg,,Helsinki,Electronics > Audio > Audio Components > Radios,,,,,,,,,,,,,,,,,,,Nostalji Radyo,,,
HS1700,Nostalji Radyo HS1700,"Nostaljik görünümlü, kablosuz Bluetooth radyo hoparlör.",in stock,new,16.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Nostalji%20Radyo%20HS1700%20%28HS1700%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HS1700.jpeg,,Helsinki,Electronics > Audio > Audio Components > Radios,,,,,,,,,,,,,,,,,,,Nostalji Radyo,,,
HS1962,Nostalji Radyo HS1962,"Nostaljik görünümlü, kablosuz Bluetooth radyo hoparlör.",in stock,new,18.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Nostalji%20Radyo%20HS1962%20%28HS1962%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HS1962.jpeg,,Helsinki,Electronics > Audio > Audio Components > Radios,,,,,,,,,,,,,,,,,,,Nostalji Radyo,,,
JQS901S,Speaker JQS901S,"Tekerlekli, büyük boy taşınabilir Bluetooth parti hoparlörü.",in stock,new,100.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Speaker%20JQS901S%20%28JQS901S%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Deluxse,Electronics > Audio > Audio Components > Speakers,,,,,,,,,,,,,,,,,,,Speaker,,,
K007,Araç tutucu K007,Araç içi telefon tutucu standı.,in stock,new,3.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20K007%20%28K007%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/K007.jpeg,,Heartz,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
K103,Kulaklık K103,3.5mm jak bağlantılı kablolu kulaklık.,in stock,new,1.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kulakl%C4%B1k%20K103%20%28K103%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/K103.jpeg,,Generic,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,Kulaklık Grubu,3.5mm,,
LD11,Araç tutucu LD11,Torpido montajlı araç telefon standı.,in stock,new,4.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20LD11%20%28LD11%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Heartz,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
LD13,Araç tutucu LD13,Masaüstü/araç için katlanabilir telefon tutucusu.,in stock,new,3.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20LD13%20%28LD13%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/LD13.jpeg,,Heartz,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
LP18,Speaker LP18,Çanak tasarımlı Bluetooth hoparlör.,in stock,new,57.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Speaker%20LP18%20%28LP18%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Audio > Audio Components > Speakers,,,,,,,,,,,,,,,,,,,Speaker,,,
LS09,BT Kulaklık LS09,"Kulak içi kablosuz Bluetooth kulaklık, spor kullanıma uygun.",in stock,new,7.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20BT%20Kulakl%C4%B1k%20LS09%20%28LS09%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/LS09.jpeg,,RU-HATECH,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,,
LS097,BT Kulaklık spor LS097,"Boyun bantlı, spor kullanıma uygun kablosuz Bluetooth kulaklık.",in stock,new,9.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20BT%20Kulakl%C4%B1k%20spor%20LS097%20%28LS097%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/LS097.jpeg,,Heartz,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,,
LS102,BT Kulaklık spor LS102,"Boyun bantlı, spor kullanıma uygun kablosuz Bluetooth kulaklık.",in stock,new,8.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20BT%20Kulakl%C4%B1k%20spor%20LS102%20%28LS102%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/LS102.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/LS102-alt1.jpeg,Heartz,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,,
LS519,BT Kulaklık LS519,"Kulak içi kablosuz Bluetooth kulaklık, spor kullanıma uygun.",in stock,new,10.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20BT%20Kulakl%C4%B1k%20LS519%20%28LS519%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,RU-HATECH,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,,
M10,Araç MP3 30W M10,"30W hızlı şarjlı, Bluetooth FM verici araç MP3 çalar.",in stock,new,4.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20MP3%2030W%20M10%20%28M10%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/M10.jpeg,,Deluxse,Electronics > Electronics Accessories > Vehicle Electronics > Vehicle Audio Video > Vehicle FM Transmitters,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
